 dimension	transform	wavelet	boundary_mode	category	backend	max_coeff	abs_tol	max_abs	pcc	passed	error
2d	lwt2d+ilwt2d_roundtrip	rbio3.9	zero	Large / Sensitive	standalone	2.12132	0.010606599999999999	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.9	constant	Large / Sensitive	standalone	2.12132	0.010606599999999999	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.9	periodic	Large / Sensitive	standalone	2.12132	0.010606599999999999	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.9	antisymmetric	Large / Sensitive	standalone	2.12132	0.010606599999999999	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.9	smooth	Large / Sensitive	standalone	2.12132	0.010606599999999999	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.9	reflect	Large / Sensitive	standalone	2.12132	0.010606599999999999	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio3.9	antireflect	Large / Sensitive	standalone	2.12132	0.010606599999999999	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio4.4	symmetric	Compact	standalone	1.58613	0.00015861300000000002	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio4.4	zero	Compact	standalone	1.58613	0.00015861300000000002	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio4.4	constant	Compact	standalone	1.58613	0.00015861300000000002	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio4.4	periodic	Compact	standalone	1.58613	0.00015861300000000002	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio4.4	antisymmetric	Compact	standalone	1.58613	0.00015861300000000002	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio4.4	smooth	Compact	standalone	1.58613	0.00015861300000000002	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio4.4	reflect	Compact	standalone	1.58613	0.00015861300000000002	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio4.4	antireflect	Compact	standalone	1.58613	0.00015861300000000002	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio5.5	symmetric	Compact	standalone	5.58579	0.000558579	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio5.5	zero	Compact	standalone	5.58579	0.000558579	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio5.5	constant	Compact	standalone	5.58579	0.000558579	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio5.5	periodic	Compact	standalone	5.58579	0.000558579	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio5.5	antisymmetric	Compact	standalone	5.58579	0.000558579	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio5.5	smooth	Compact	standalone	5.58579	0.000558579	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio5.5	reflect	Compact	standalone	5.58579	0.000558579	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio5.5	antireflect	Compact	standalone	5.58579	0.000558579	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
2d	lwt2d+ilwt2d_roundtrip	rbio6.8	symmetric	Large / Sensitive	standalone	1.15131	0.00575655	0	0.0	False	build/lwt_2d exit code 1: Unknown option: --height; build/ilwt_2d exit code 1: Unknown option: --benchmark
